"","spp","samples","var","scale","AICc","delta"
"ptcc240","epfu","100","ptcc","240",291.730968881788,0
"ptcc210","epfu","100","ptcc","210",292.283992991589,0.553
"ptcc180","epfu","100","ptcc","180",292.834450878624,1.1035
"ptcc150","epfu","100","ptcc","150",293.785729416878,2.0548
"ptcc120","epfu","100","ptcc","120",294.527724655742,2.7968
"ptcc060","epfu","100","ptcc","060",294.80700869685,3.076
"ptcc090","epfu","100","ptcc","090",294.818245533196,3.0873
