"","spp","samples","var","scale","AICc","delta"
"ptcc150","myse","100","ptcc","150",238.582609005009,0
"ptcc120","myse","100","ptcc","120",238.61865788466,0.036
"ptcc090","myse","100","ptcc","090",238.790079214341,0.2075
"ptcc180","myse","100","ptcc","180",238.848080636454,0.2655
"ptcc210","myse","100","ptcc","210",239.099882602178,0.5173
"ptcc060","myse","100","ptcc","060",239.204297009877,0.6217
"ptcc240","myse","100","ptcc","240",239.226878601096,0.6443
