,(Intercept),aspect,bldg,dforcore,dfresh,dmarine,elev,pfor,pgra,ptcc,pwet,road,slope,df,logLik,AICc,delta,weight
2578,-4.704567049,0.4320,,,,-0.0291,,,,,0.1136,,0.1292,6,-116.3849345,244.8096041,15.43692111,5.53E-06
2566,-4.649764814,0.4326,,0.1482,,,,,,,0.1183,,0.1284,6,-116.3878753,244.8154858,15.4428028,5.52E-06
2130,-4.6952587,0.4295,,,,-0.0372,,-0.1255,,,,,0.1472,6,-116.4369976,244.9137302,15.54104724,5.25E-06
2118,-4.683901006,0.4296,,0.0020,,,,-0.1310,,,,,0.1472,6,-116.446163,244.932061,15.55937804,5.20E-06
3097,-4.694277801,,,,0.0720,-0.0722,,,,,,0.3454,0.0616,6,-116.4483174,244.9363699,15.56368695,5.19E-06
3145,-4.677815272,,,,0.0891,,,-0.0476,,,,0.3332,0.0637,6,-116.4670661,244.9738673,15.60118436,5.10E-06
3085,-4.78366512,,,-0.3545,0.0955,,,,,,,0.3414,0.0604,6,-116.467612,244.9749591,15.60227607,5.09E-06
1053,-4.791763189,,,-0.3147,0.0824,-0.0674,,,,,,0.3468,,6,-116.4784731,244.9966813,15.62399831,5.04E-06
1113,-4.694144774,,,,0.0755,-0.0642,,-0.0253,,,,0.3416,,6,-116.4860689,245.0118729,15.63918988,5.00E-06
1101,-4.79993652,,,-0.3882,0.1010,,,-0.0452,,,,0.3356,,6,-116.493799,245.0273331,15.65465008,4.96E-06
526,-4.721737062,0.4383,,-0.0574,0.0739,,,,,,0.1266,,,6,-116.496129,245.031993,15.65931004,4.95E-06
538,-4.703903474,0.4384,,,0.0722,-0.0010,,,,,0.1269,,,6,-116.4965211,245.0327773,15.6600943,4.95E-06
2074,-4.6746729,0.4281,,,0.0610,-0.0377,,,,,,,0.1373,6,-116.4984098,245.0365546,15.66387165,4.94E-06
2062,-4.71432398,0.4278,,-0.1617,0.0717,,,,,,,,0.1367,6,-116.5044705,245.0486761,15.67599307,4.91E-06
3153,-4.702366861,,,,,-0.0933,,-0.0128,,,,0.3431,0.0625,6,-116.513235,245.066205,15.69352205,4.87E-06
3093,-4.720929468,,,-0.0617,,-0.0958,,,,,,0.3453,0.0617,6,-116.5137968,245.0673287,15.6946457,4.86E-06
2070,-4.663577047,0.4284,,0.0520,,-0.0567,,,,,,,0.1372,6,-116.547009,245.133753,15.76107006,4.71E-06
1109,-4.720336841,,,-0.0640,,-0.0929,,-0.0064,,,,0.3445,,6,-116.5554232,245.1505815,15.77789857,4.67E-06
534,-4.661496199,0.4393,,0.1496,,-0.0236,,,,,0.1219,,,6,-116.5611648,245.1620647,15.78938169,4.64E-06
3141,-4.697699639,,,-0.0734,,,,-0.0319,,,,0.3326,0.0621,6,-116.569975,245.1796852,15.80700221,4.60E-06
78,-4.784668665,0.4356,,-0.2977,0.0926,,,-0.1348,,,,,,6,-116.5756577,245.1910504,15.81836745,4.57E-06
90,-4.691650279,0.4363,,,0.0811,-0.0083,,-0.1288,,,,,,6,-116.5856493,245.2110337,15.83835071,4.53E-06
86,-4.695435909,0.4364,,0.0032,,-0.0372,,-0.1079,,,,,,6,-116.667158,245.3740511,16.00136817,4.17E-06
30,-4.726586959,0.4344,,-0.1559,0.0659,-0.0328,,,,,,,,6,-116.6976473,245.4350298,16.0623468,4.05E-06
793,-4.702099583,,,,0.1079,0.0978,,,,-0.3567,0.1508,,,6,-116.8995024,245.8387398,16.46605686,3.31E-06
781,-4.955411205,,,-0.7227,0.1126,,,,,-0.3506,0.1311,,,6,-116.9000588,245.8398528,16.46716978,3.31E-06
2825,-4.720895521,,,,0.0882,,,,,-0.3269,0.1308,,0.0606,6,-116.9153981,245.8705313,16.49784832,3.26E-06
841,-4.718875365,,,,0.0871,,,0.0121,,-0.3311,0.1326,,,6,-116.9557687,245.9512725,16.57858952,3.13E-06
2833,-4.707800098,,,,,0.0519,,,,-0.3403,0.1318,,0.0593,6,-117.0050772,246.0498895,16.67720653,2.98E-06
2821,-4.823509509,,,-0.3263,,,,,,-0.3347,0.1216,,0.0612,6,-117.0091848,246.0581047,16.68542174,2.96E-06
2881,-4.716089601,,,,,,,0.0325,,-0.3454,0.1195,,0.0597,6,-117.0184057,246.0765465,16.70386347,2.94E-06
789,-4.809226425,,,-0.3191,,0.0549,,,,-0.3475,0.1339,,,6,-117.0315979,246.1029309,16.73024795,2.90E-06
849,-4.704946224,,,,,0.0520,,0.0298,,-0.3563,0.1314,,,6,-117.0408578,246.1214507,16.74876771,2.87E-06
837,-4.826719454,,,-0.3473,,,,0.0448,,-0.3615,0.1191,,,6,-117.0434634,246.1266619,16.75397893,2.86E-06
2317,-4.948580684,,,-0.8181,0.1059,,,,,-0.3439,,,0.0716,6,-117.0795223,246.1987796,16.82609662,2.76E-06
333,-4.954326558,,,-0.8460,0.1000,,,0.0874,,-0.4006,,,,6,-117.1068765,246.2534881,16.88080514,2.69E-06
285,-4.943198313,,,-0.8508,0.1168,0.0526,,,,-0.3535,,,,6,-117.1200585,246.2798522,16.90716919,2.65E-06
2377,-4.680033778,,,,0.0721,,,0.0688,,-0.3602,,,0.0675,6,-117.1332182,246.3061715,16.93348848,2.62E-06
2329,-4.67124462,,,,0.0841,0.0382,,,,-0.3233,,,0.0698,6,-117.1429248,246.3255848,16.95290178,2.59E-06
2373,-4.838517212,,,-0.4868,,,,0.0973,,-0.3966,,,0.0670,6,-117.1762104,246.3921558,17.01947286,2.51E-06
345,-4.668733408,,,,0.0779,0.0348,,0.0722,,-0.3674,,,,6,-117.1764607,246.3926565,17.01997357,2.51E-06
2385,-4.678421898,,,,,0.0045,,0.0856,,-0.3724,,,0.0663,6,-117.2052777,246.4502905,17.07760748,2.44E-06
2325,-4.814565836,,,-0.4173,,0.0076,,,,-0.3288,,,0.0701,6,-117.2128248,246.4653848,17.09270177,2.42E-06
341,-4.831664268,,,-0.4792,,0.0056,,0.1028,,-0.3963,,,,6,-117.2259463,246.4916277,17.11894471,2.39E-06
2633,-4.682807231,,,,0.0979,,,-0.1991,,,0.1477,,0.0573,6,-117.2851431,246.6100212,17.23733826,2.25E-06
601,-4.671636503,,,,0.1072,0.0462,,-0.2073,,,0.1588,,,6,-117.3079684,246.6556718,17.28298882,2.20E-06
589,-4.758949931,,,-0.2423,0.1053,,,-0.1979,,,0.1498,,,6,-117.314445,246.6686251,17.29594211,2.18E-06
2629,-4.649924198,,,0.0816,,,,-0.1769,,,0.1395,,0.0562,6,-117.4088441,246.8574233,17.48474034,1.99E-06
2641,-4.675053297,,,,,0.0033,,-0.1781,,,0.1396,,0.0562,6,-117.4096262,246.8589875,17.48630451,1.99E-06
597,-4.645970035,,,0.0862,,0.0050,,-0.1734,,,0.1433,,,6,-117.443413,246.926561,17.55387806,1.92E-06
2585,-4.64339194,,,,0.0700,-0.0140,,,,,0.1110,,0.0473,6,-117.5473048,247.1343448,17.7616618,1.73E-06
2573,-4.66831388,,,-0.0911,0.0748,,,,,,0.1121,,0.0468,6,-117.5476274,247.1349899,17.76230693,1.73E-06
2125,-4.737638282,,,-0.3298,0.0952,,,-0.1508,,,,,0.0665,6,-117.5536431,247.1470214,17.77433842,1.72E-06
2137,-4.635235745,,,,0.0816,-0.0124,,-0.1434,,,,,0.0662,6,-117.565379,247.1704931,17.79781014,1.70E-06
541,-4.668317561,,,-0.0834,0.0729,-0.0104,,,,,0.1137,,,6,-117.5710882,247.1819115,17.80922854,1.69E-06
93,-4.733192663,,,-0.3187,0.0924,-0.0075,,-0.1415,,,,,,6,-117.6019028,247.2435408,17.8708578,1.64E-06
2581,-4.608502577,,,0.1246,,-0.0361,,,,,0.1060,,0.0480,6,-117.6086713,247.2570777,17.88439468,1.63E-06
2133,-4.644417991,,,-0.0133,,-0.0418,,-0.1228,,,,,0.0649,6,-117.6480993,247.3359337,17.9632507,1.56E-06
2077,-4.672847058,,,-0.1661,0.0651,-0.0411,,,,,,,0.0560,6,-117.702512,247.4447592,18.07207622,1.48E-06
676,-5.978513229,0.4995,1.0560,,,,0.7991,,-5.2874,,0.3869,,,7,-107.6598389,229.372683,0,0.012447779
931,-6.283358147,,0.7734,,,,0.8983,,-6.4814,-0.5048,0.3708,,,7,-108.1424422,230.3378895,0.965206533,0.007682453
1699,-6.019451786,,0.9831,,,,0.7621,,-5.5150,,0.3743,0.2744,,7,-108.3437609,230.740527,1.367844043,0.006281571
420,-6.226830666,0.4884,0.7294,,,,0.7422,,-6.3000,-0.4749,,,,7,-108.6364284,231.3258619,1.953178935,0.00468775
691,-6.092970685,,0.9839,,,-0.2044,0.8217,,-5.8936,,0.3337,,,7,-108.7361938,231.5253928,2.152709866,0.004242646
930,-6.483873961,0.4777,,,,,0.8956,,-6.9204,-0.8079,0.3382,,,7,-108.7774347,231.6078747,2.235191698,0.004071235
1188,-5.975223854,0.4768,0.8963,,,,0.6172,,-5.4129,,,0.2664,,7,-108.7909899,231.6349851,2.262302118,0.004016421
180,-6.138266781,0.4802,0.9166,,,-0.2949,0.7171,,-5.9995,,,,,7,-108.8186128,231.6902308,2.317547848,0.003906994
683,-5.967109716,,1.0105,,0.0672,,0.7396,,-5.5722,,0.3544,,,7,-108.9848632,232.0227317,2.650048707,0.003308576
739,-5.961216403,,0.9682,,,,0.8060,-0.0780,-5.4953,,0.3669,,,7,-109.0037621,232.0605294,2.68784646,0.003246635
2723,-5.932626474,,1.0097,,,,0.7731,,-5.4343,,0.3517,,0.0294,7,-109.0234158,232.0998368,2.727153772,0.003183449
679,-5.936615419,,1.0117,-0.0029,,,0.7760,,-5.4426,,0.3559,,,7,-109.0326342,232.1182736,2.745590644,0.003154238
2212,-5.873785724,0.4663,0.9524,,,,0.6420,,-5.2673,,,,0.1771,7,-109.0407698,232.1345448,2.761861843,0.00312868
172,-5.936330235,0.4768,0.9334,,0.0679,,0.5990,,-5.4969,,,,,7,-109.3199713,232.6929477,3.320264756,0.002366495
228,-5.880052209,0.4794,0.9898,,,,0.6122,0.0831,-5.3068,,,,,7,-109.3324602,232.7179255,3.345242569,0.002337123
168,-5.935968891,0.4764,0.9411,-0.1236,,,0.6462,,-5.3299,,,,,7,-109.3662308,232.7854668,3.412783818,0.002259515
1203,-6.217322056,,0.8456,,,-0.2968,0.6849,,-6.3591,,,0.2707,,7,-109.4010766,232.8551584,3.48247544,0.002182137
1443,-6.235385873,,0.6963,,,,0.7018,,-6.4698,-0.4153,,0.2246,,7,-109.4092952,232.8715957,3.498912674,0.002164276
435,-6.405825177,,0.7008,,,-0.2511,0.7765,,-7.0954,-0.4252,,,,7,-109.4189274,232.8908601,3.518177099,0.002143529
1953,-6.500903741,,,,,,0.8562,,-7.0943,-0.7380,0.3335,0.2468,,7,-109.4508266,232.9546584,3.581975394,0.002076232
483,-6.190222968,,0.7758,,,,0.6563,0.3014,-6.5327,-0.6300,,,,7,-109.4511669,232.9553389,3.582655929,0.002075525
1442,-6.383274683,0.4579,,,,,0.6975,,-6.7512,-0.6592,,0.2313,,7,-109.699173,233.4513512,4.078668267,0.001619647
2467,-6.200352918,,0.6928,,,,0.7241,,-6.4907,-0.4771,,,0.0990,7,-109.7149055,233.4828162,4.110133204,0.001594365
427,-6.278445072,,0.6875,,0.0917,,0.6658,,-6.8170,-0.4736,,,,7,-109.7353812,233.5237676,4.151084638,0.001562051
2466,-6.336894937,0.4451,,,,,0.7453,,-6.7199,-0.7565,,,0.1968,7,-109.7701151,233.5932355,4.220552476,0.001508727
434,-6.581742085,0.4672,,,,-0.2478,0.7873,,-7.4366,-0.7012,,,,7,-109.7781223,233.6092497,4.236566728,0.001496694
423,-6.320981195,,0.6954,-0.4639,,,0.7485,,-6.3837,-0.4767,,,,7,-109.7958876,233.6447803,4.272097331,0.00147034
1251,-5.918161228,,0.9696,,,,0.5555,0.1533,-5.5283,,,0.2825,,7,-109.8470127,233.7470306,4.374347645,0.001397058
3235,-5.95739377,,0.8849,,,,0.6094,,-5.6124,,,0.2629,0.0940,7,-109.8671442,233.7872936,4.414610587,0.001369214
243,-6.085447502,,0.9821,,,-0.3161,0.6661,0.1420,-6.1203,,,,,7,-109.8940637,233.8411327,4.46844968,0.001332847
1195,-5.999250679,,0.8726,,0.0778,,0.5622,,-5.7982,,,0.2611,,7,-109.8981881,233.8493815,4.476698502,0.001327361
1572,-4.840102719,0.5029,0.9875,,,,0.7189,,,,0.4035,0.3119,,7,-109.9058413,233.8646879,4.492004921,0.001317241
2227,-6.109456556,,0.8977,,,-0.2907,0.7004,,-6.1659,,,,0.0874,7,-109.9095065,233.8720182,4.49933519,0.001312422
945,-6.5434332,,,,,-0.1323,0.8920,,-7.3804,-0.7563,0.2872,,,7,-109.9275274,233.90806,4.53537701,0.001288983
1191,-5.990499872,,0.8821,-0.1366,,,0.6164,,-5.5798,,,0.2598,,7,-109.9588476,233.9707005,4.598017477,0.001249238
937,-6.533645593,,,,0.0913,,0.8282,,-7.4272,-0.7950,0.3065,,,7,-109.9599636,233.9729324,4.600249404,0.001247844
933,-6.632700324,,,-0.7429,,,0.9142,,-6.8661,-0.8024,0.3133,,,7,-109.9835005,234.0200063,4.647323271,0.001218817
187,-6.109212542,,0.8980,,-0.0075,-0.2929,0.7052,,-6.1657,,,,,7,-109.9904709,234.0339471,4.661264091,0.001210351
183,-6.103567162,,0.8975,0.0284,,-0.2897,0.6980,,-6.1836,,,,,7,-109.9909139,234.034833,4.662150068,0.001209815
2977,-6.436962248,,,,,,0.8750,,-7.0451,-0.7918,0.3025,,0.0680,7,-109.9926003,234.0382058,4.665522804,0.001207776
1668,-5.97735253,0.4925,0.8578,,,,,,-4.8915,,0.2515,0.3309,,7,-110.0223324,234.09767,4.724987061,0.001172395
993,-6.436903616,,,,,,0.8793,-0.0115,-7.0424,-0.7789,0.3122,,,7,-110.0414186,234.1358425,4.763159526,0.001150231
426,-6.448312176,0.4582,,,0.1000,,0.6757,,-7.1512,-0.7337,,,,7,-110.0729452,234.1988955,4.826212534,0.001114533
482,-6.359917973,0.4581,,,,,0.7086,0.1403,-6.8190,-0.8229,,,,7,-110.0853021,234.2236094,4.850926427,0.001100846
1220,-5.875074814,0.4874,1.0270,,,,,0.3776,-4.9658,,,0.3640,,7,-110.1150678,234.2831408,4.910457773,0.001068561
422,-6.522496855,0.4566,,-0.6827,,,0.7664,,-6.5766,-0.7397,,,,7,-110.1207216,234.2944484,4.921765438,0.001062537
1164,-5.993555783,0.4739,0.8061,,0.2256,,,,-5.3166,,,0.3064,,7,-110.2277693,234.5085439,5.135860885,0.000954671
652,-5.962662389,0.4771,0.9420,,0.2413,,,,-5.1755,,0.2355,,,7,-110.274438,234.6018811,5.229198165,0.000911142
1457,-6.627491693,,,,,-0.2617,0.7490,,-7.7154,-0.6233,,0.2437,,7,-110.3837243,234.8204538,5.447770829,0.000816815
2219,-5.915679157,,0.9175,,0.0809,,0.5764,,-5.6874,,,,0.0899,7,-110.3882156,234.8294365,5.456753499,0.000813154
452,-6.001499949,0.4793,0.8909,,,,,0.4968,-5.4612,-0.5313,,,,7,-110.4344199,234.9218449,5.549161947,0.000776438
2275,-5.861834968,,0.9501,,,,0.6064,0.0508,-5.4945,,,,0.0795,7,-110.443262,234.9395293,5.566846289,0.000769603
235,-5.89266807,,0.9531,,0.0745,,0.5593,0.0650,-5.6356,,,,,7,-110.4517101,234.9564254,5.583742441,0.000763128
2215,-5.921472419,,0.9213,-0.1655,,,0.6321,,-5.4937,,,,0.0832,7,-110.4533327,234.9596705,5.586987546,0.000761891
175,-6.022805026,,0.9160,-0.3869,0.0839,,0.5952,,-5.6273,,,,,7,-110.4583303,234.9696659,5.596982899,0.000758093
3204,-5.868944437,0.4623,0.8104,,,,,,-4.7794,,,0.3194,0.1839,7,-110.4658976,234.9848004,5.612117463,0.000752378
738,-6.028356841,0.4625,,,,,0.8240,-0.4313,-5.4462,,0.3694,,,7,-110.5042723,235.0615497,5.688866759,0.000724053
231,-5.915135108,,0.9580,-0.2057,,,0.6132,0.0655,-5.4567,,,,,7,-110.5052881,235.0635815,5.690898477,0.000723317
2596,-4.75940233,0.4894,1.0241,,,,0.7297,,,,0.3702,,0.1506,7,-110.5414237,235.1358526,5.763169632,0.000697647
1475,-6.071360614,,0.8816,,,,,0.5962,-5.7975,-0.5369,,0.3358,,7,-110.5830794,235.219164,5.846481033,0.000669183
396,-6.116880844,0.4630,0.7153,,0.2640,,,,-5.8157,-0.3319,,,,7,-110.6144558,235.2819169,5.909233888,0.000648512
1505,-6.396018824,,,,,,0.6548,0.2158,-7.0636,-0.8059,,0.2475,,7,-110.6347158,235.3224368,5.949753809,0.000635505
1675,-6.013660893,,0.8755,,0.2425,,,,-5.4077,,0.2356,0.3050,,7,-110.6353262,235.3236575,5.950974533,0.000635118
1698,-5.965459051,0.4602,,,,,0.5868,,-5.2949,,0.2672,0.3067,,7,-110.6405189,235.3340431,5.961360119,0.000631828
552,-5.103435122,0.4917,1.0216,-1.0624,,,0.7974,,,,0.3854,,,7,-110.6443421,235.3416894,5.969006456,0.000629417
804,-4.807930718,0.5047,0.9386,,,,0.7578,,,-0.1682,0.3950,,,7,-110.6507929,235.354591,5.981908024,0.00062537
2188,-5.879088511,0.4519,0.8923,,0.2363,,,,-5.1317,,,,0.1809,7,-110.6592115,235.3714283,5.998745303,0.000620127
1160,-5.592749682,0.4774,0.8149,1.0827,,,,,-5.0466,,,0.3049,,7,-110.6747874,235.4025799,6.02989697,0.000610543
1172,-5.984674469,0.4725,0.7715,,,-0.1517,,,-5.0550,,,0.3191,,7,-110.6772599,235.4075251,6.034842076,0.000609035
648,-5.483034477,0.4883,0.9380,1.5034,,,,,-5.1257,,0.2400,,,7,-110.6814529,235.4159111,6.043228117,0.000606487
1449,-6.491715713,,,,0.1123,,0.6325,,-7.4302,-0.6698,,0.2274,,7,-110.6968923,235.4467897,6.074106746,0.000597195
1412,-5.965217991,0.4712,0.7127,,,,,,-5.0248,-0.1842,,0.2931,,7,-110.6987411,235.4504874,6.077804465,0.000596092
3489,-6.377341961,,,,,,0.7013,,-6.9702,-0.6728,,0.2217,0.1070,7,-110.6996145,235.4522342,6.07955127,0.000595572
900,-6.000324312,0.4795,0.7966,,,,,,-5.1136,-0.2413,0.2222,,,7,-110.7259241,235.5048534,6.132170461,0.000580107
2692,-5.868612542,0.4662,0.9131,,,,,,-4.8051,,0.2126,,0.1443,7,-110.7260489,235.5051031,6.132420103,0.000580034
556,-4.768347168,0.4985,1.0274,,-0.0658,,0.7823,,,,0.3854,,,7,-110.7275267,235.5080585,6.13537557,0.000579178
708,-5.866278646,0.4778,1.0314,,,,,0.2102,-4.9110,,0.2021,,,7,-110.7308139,235.5146331,6.141950119,0.000577277
497,-6.604374198,,,,,-0.2629,0.7546,0.1901,-7.7866,-0.8342,,,,7,-110.7514414,235.5558879,6.183204957,0.000565491
564,-4.78500888,0.4989,1.0071,,,-0.0603,0.7463,,,,0.3796,,,7,-110.751679,235.5563632,6.183680257,0.000565357
204,-5.854216438,0.4685,1.0065,,0.2017,,,0.2124,-5.1309,,,,,7,-110.7625956,235.5781964,6.20551341,0.000559219
2481,-6.563859888,,,,,-0.2421,0.7820,,-7.6205,-0.7109,,,0.1130,7,-110.7635397,235.5800847,6.20740169,0.000558691
1445,-6.52839012,,,-0.6518,,,0.7277,,-6.7520,-0.6730,,0.2223,,7,-110.7747591,235.6025234,6.229840408,0.000552458
612,-4.774042301,0.4982,1.0027,,,,0.7462,-0.0261,,,0.3888,,,7,-110.7772123,235.6074297,6.234746751,0.000551104
1202,-6.232086647,0.4665,,,,-0.3375,0.5934,,-6.2079,,,0.3323,,7,-110.7782527,235.6095107,6.236827705,0.000550531
437,-6.701643201,,,-0.6083,,-0.2365,0.8039,,-7.4104,-0.7117,,,,7,-110.8579438,235.7688927,6.396209764,0.000508361
441,-6.575951707,,,,0.0386,-0.2216,0.7474,,-7.7056,-0.7030,,,,7,-110.8850345,235.8230742,6.450391209,0.000494774
1731,-5.903102032,,1.0187,,,,,0.2953,-5.1147,,0.1964,0.3388,,7,-110.8983211,235.8496475,6.476964515,0.000488244
459,-6.143385673,,0.8282,,0.2513,,,0.4433,-6.2816,-0.5975,,,,7,-110.9014498,235.8559047,6.483221749,0.000486719
660,-5.92873876,0.4737,0.8964,,,-0.0649,,,-4.9535,,0.2145,,,7,-110.9176646,235.8883344,6.51565139,0.00047889
1227,-5.90742608,,0.9912,,0.1948,,,0.2945,-5.3971,,,0.3287,,7,-110.9307933,235.9145919,6.541908882,0.000472644
144,-5.737461436,0.4654,0.8752,0.5852,0.2088,,,,-5.2931,,,,,7,-110.9566731,235.9663514,6.593668458,0.000460569
156,-5.94674655,0.4600,0.8628,,0.2149,-0.0797,,,-5.2944,,,,,7,-110.9568555,235.9667163,6.59403327,0.000460485
2244,-5.777900477,0.4596,1.0117,,,,,0.2431,-4.8269,,,,0.1500,7,-110.9953495,236.0437042,6.671021203,0.000443096
2473,-6.461139278,,,,0.1116,,0.6673,,-7.4342,-0.7508,,,0.1150,7,-111.0236805,236.1003663,6.727683272,0.000430719
212,-5.896285308,0.4649,1.0241,,,-0.1826,,0.3062,-5.1170,,,,,7,-111.0259791,236.1049635,6.732280502,0.00042973
1235,-5.993542249,,1.0155,,,-0.2266,,0.4104,-5.4938,,,0.3571,,7,-111.0498351,236.1526754,6.779992433,0.0004196
2436,-5.909618319,0.4527,0.7414,,,,,,-5.0133,-0.2624,,,0.1753,7,-111.0548511,236.1627075,6.790024521,0.0004175
429,-6.725809041,,,-1.0063,0.1309,,0.7007,,-7.2159,-0.7575,,,,7,-111.0613083,236.1756218,6.802938856,0.000414813
907,-6.132709863,,0.7689,,0.2820,,,,-5.9246,-0.3290,0.2074,,,7,-111.0629354,236.178876,6.806192975,0.000414139
489,-6.464259333,,,,0.1130,,0.6373,0.1488,-7.4787,-0.8409,,,,7,-111.0675257,236.1880566,6.81537358,0.000412242
2529,-6.357571314,,,,,,0.7065,0.1232,-7.0458,-0.8223,,,0.1027,7,-111.0813827,236.2157705,6.843087538,0.000406569
1671,-5.557459602,,0.8758,1.3931,,,,,-5.3155,,0.2378,0.3054,,7,-111.0824,236.2178052,6.845122243,0.000406156
200,-5.495270504,0.4771,1.0213,1.0646,,,,0.2539,-5.0431,,,,,7,-111.0891163,236.2312377,6.858554746,0.000403437
2469,-6.52750538,,,-0.6933,,,0.7625,,-6.8204,-0.7509,,,0.1083,7,-111.0935012,236.2400076,6.86732461,0.000401672
1419,-6.146281253,,0.6838,,0.2590,,,,-6.0278,-0.2777,,0.2627,,7,-111.0982402,236.2494856,6.876802646,0.000399773
1761,-6.051519182,,,,,,0.7695,-0.3589,-5.6311,,0.3480,0.2541,,7,-111.1064295,236.2658642,6.893181203,0.000396512
2184,-5.458933637,0.4588,0.8834,1.2048,,,,,-4.9475,,,,0.1716,7,-111.123079,236.2991632,6.926480235,0.000389965
485,-6.560432254,,,-0.8040,,,0.7372,0.1500,-6.8427,-0.8430,,,,7,-111.1238227,236.3006507,6.927967687,0.000389675
1575,-5.060489367,,0.9483,-0.9764,,,0.7591,,,,0.3751,0.2972,,7,-111.1365023,236.3260099,6.953326881,0.000384765
1827,-4.784352059,,0.8813,,,,0.7260,,,-0.1373,0.3840,0.2993,,7,-111.1665586,236.3861225,7.013439473,0.000373373
1923,-6.005493255,,0.7608,,,,,,-5.2181,-0.1818,0.2214,0.2936,,7,-111.1841087,236.4212227,7.048539719,0.000366877
2196,-5.872965566,0.4488,0.8480,,,-0.1314,,,-4.9243,,,,0.1663,7,-111.1931885,236.4393822,7.066699233,0.000363561
3234,-5.912529604,0.4440,,,,,0.5030,,-5.3485,,,0.3119,0.1610,7,-111.2109893,236.4749838,7.102300808,0.000357147
1587,-4.773225441,,0.9316,,,-0.0710,0.7166,,,,0.3697,0.3067,,7,-111.2120514,236.477108,7.104424991,0.000356768
3619,-4.753802329,,0.9457,,,,0.7035,,,,0.3697,0.3033,0.0566,7,-111.2171952,236.4873956,7.114712587,0.000354937
1579,-4.753290123,,0.9539,,-0.0471,,0.7381,,,,0.3761,0.3001,,7,-111.2249653,236.5029358,7.130252776,0.00035219
392,-5.628986297,0.4682,0.7608,1.0731,,,,,-5.2598,-0.2320,,,,7,-111.2379348,236.5288748,7.156191814,0.000347652
1635,-4.747205387,,0.9756,,,,0.6910,0.0503,,,0.3682,0.3070,,7,-111.2400126,236.5330303,7.16034735,0.00034693
3211,-5.966185278,,0.8220,,0.2329,,,,-5.4789,,,0.2901,0.1023,7,-111.2473402,236.5476855,7.175002555,0.000344397
963,-6.007518985,,0.8899,,,,,0.4315,-5.5840,-0.4897,0.1604,,,7,-111.2573071,236.5676195,7.194936476,0.000340982
1223,-5.596386469,,1.0086,0.9084,,,,0.3324,-5.2976,,,0.3329,,7,-111.2626682,236.5783416,7.20565865,0.000339159
690,-6.069616761,0.4556,,,,-0.2564,0.6816,,-5.7116,,0.2338,,,7,-111.2635089,236.5800229,7.207339934,0.000338874
3715,-5.925875012,,0.8460,,,,,,-5.0245,,0.2176,0.3076,0.0624,7,-111.264287,236.5815791,7.208896145,0.00033861
1683,-5.97404792,,0.8301,,,-0.0799,,,-5.1408,,0.2119,0.3092,,7,-111.265344,236.5836932,7.211010174,0.000338252
152,-5.555148494,0.4652,0.8545,1.2917,,-0.1535,,,-5.2558,,,,,7,-111.2828027,236.6186106,7.24592759,0.000332398
3108,-4.730207071,0.4719,0.8845,,,,0.5425,,,,,0.2989,0.1982,7,-111.2842712,236.6215476,7.248864664,0.00033191
1250,-5.959470238,0.4512,,,,,0.5713,-0.1639,-5.4414,,,0.2773,,7,-111.3003244,236.653654,7.280970971,0.000326625
1179,-6.020768212,,0.7973,,0.2124,-0.0950,,,-5.6027,,,0.2913,,7,-111.3028678,236.6587407,7.286057744,0.000325795
404,-5.979680178,0.4607,0.7363,,,-0.1036,,,-5.1869,-0.2231,,,,7,-111.3114601,236.6759254,7.303242393,0.000323008
3267,-5.848733682,,1.0025,,,,,0.3361,-5.1328,,,0.3367,0.0677,7,-111.3148275,236.6826601,7.309977129,0.000321922
1167,-5.83219772,,0.8151,0.4720,0.2125,,,,-5.5628,,,0.2861,,7,-111.3327111,236.7184275,7.345744481,0.000316216
1713,-6.174794456,,,,,-0.2801,0.6606,,-6.0940,,0.2323,0.3171,,7,-111.3625428,236.7780907,7.40540776,0.000306922
715,-5.882833363,,1.0077,,0.2246,,,0.1384,-5.2525,,0.1990,,,7,-111.3667484,236.7865021,7.41381911,0.000305634
655,-5.689147008,,0.9330,0.8419,0.2184,,,,-5.4555,,0.2192,,,7,-111.3827601,236.8185255,7.445842492,0.000300779
467,-6.086711214,,0.8796,,,-0.1760,,0.5241,-5.9119,-0.5186,,,,7,-111.400541,236.8540871,7.481404164,0.000295478
1418,-6.315734547,0.4611,,,0.2662,,,,-6.3394,-0.5217,,0.2934,,7,-111.4100187,236.8730426,7.500359659,0.000292691
2699,-5.915066721,,0.9294,,0.2442,,,,-5.2895,,0.2046,,0.0653,7,-111.4158431,236.8846914,7.512008403,0.000290991
1194,-5.962565725,0.4570,,,0.0695,,0.4681,,-5.5167,,,0.3117,,7,-111.4316923,236.9163897,7.543706729,0.000286416
1124,-4.712002165,0.4878,0.9934,,,,0.4801,0.2285,,,,0.3301,,7,-111.4354603,236.9239259,7.551242893,0.000285338
667,-5.927575445,,0.9237,,0.2386,-0.0171,,,-5.3223,,0.2086,,,7,-111.45893,236.9708652,7.598182208,0.00027872
1190,-5.961312797,0.4546,,-0.1436,,,0.5078,,-5.3391,,,0.3066,,7,-111.4804877,237.0139805,7.641297559,0.000272775
242,-6.11227124,0.4553,,,,-0.2751,0.6808,-0.2225,-5.9565,,,,,7,-111.5121175,237.0772402,7.704557198,0.000264283
