,(Intercept),aspect,bldg,dforcore,dfresh,dmarine,elev,pfor,pgra,ptcc,pwet,road,slope,df,logLik,AICc,delta,weight
1,-4.605170186,,,,,,,,,,,,,2,-117.8132256,239.632117,10.25943403,7.37E-05
129,-5.771777462,,,,,,,,-5.0599,,,,,3,-115.2453732,236.5020831,7.129400134,0.00035234
3,-4.644158682,,0.8215,,,,,,,,,,,3,-115.3244362,236.6602091,7.287526167,0.000325556
33,-4.56343118,,,,,,0.4660,,,,,,,3,-116.4023863,238.8161093,9.443426365,0.000110784
1025,-4.668183544,,,,,,,,,,,0.3371,,3,-116.6169694,239.2452755,9.872592534,8.94E-05
2,-4.666319718,0.4354,,,,,,,,,,,,3,-116.7690073,239.5493513,10.17666836,7.68E-05
257,-4.677200614,,,,,,,,,-0.3066,,,,3,-117.2884716,240.5882801,11.2155971,4.57E-05
513,-4.637383498,,,,,,,,,,0.1121,,,3,-117.6438828,241.2991023,11.92641936,3.20E-05
65,-4.625369006,,,,,,,-0.1219,,,,,,3,-117.70606,241.4234568,12.05077379,3.01E-05
9,-4.605845907,,,,0.0669,,,,,,,,,3,-117.7520932,241.5155233,12.14284029,2.87E-05
2049,-4.606592631,,,,,,,,,,,,0.0551,3,-117.7796175,241.5705718,12.19788884,2.79E-05
17,-4.623855001,,,,,-0.0600,,,,,,,,3,-117.7880504,241.5874375,12.21475454,2.77E-05
5,-4.599262623,,,0.0186,,,,,,,,,,3,-117.8131802,241.6376971,12.26501412,2.70E-05
131,-5.791142907,,0.8403,,,,,,-4.9882,,,,,4,-112.6584869,233.3358774,3.963194382,0.001715912
35,-4.601363289,,0.8830,,,,0.5455,,,,,,,4,-113.5571982,235.1333001,5.760617111,0.000698538
161,-5.806324466,,,,,,0.5189,,-5.3942,,,,,4,-113.5902786,235.1994608,5.826777819,0.000675808
385,-6.014805344,,,,,,,,-5.6201,-0.5026,,,,4,-114.0161606,236.0512248,6.67854185,0.000441433
130,-5.808016871,0.4406,,,,,,,-4.9651,,,,,4,-114.1586607,236.3362249,6.963541939,0.000382805
1153,-5.838556137,,,,,,,,-5.0758,,,0.3204,,4,-114.16833,236.3555636,6.982880647,0.000379122
4,-4.714021834,0.4642,0.8324,,,,,,,,,,,4,-114.2651035,236.5491106,7.176427595,0.000344152
1027,-4.706475507,,0.7731,,,,,,,,,0.3121,,4,-114.4924106,237.0037247,7.631041716,0.000274178
515,-4.696639859,,0.8615,,,,,,,,0.1868,,,4,-114.8606018,237.7401072,8.36742419,0.000189727
137,-5.800305658,,,,0.1516,,,,-5.1932,,,,,4,-114.9622996,237.9435027,8.570819743,0.000171381
67,-4.60779708,,0.9673,,,,,0.2418,,,,,,4,-115.0316398,238.0821833,8.709500278,0.0001599
641,-5.804826738,,,,,,,,-5.0614,,0.1148,,,4,-115.0650537,238.149011,8.776328001,0.000154645
145,-5.869376577,,,,,-0.1588,,,-5.2672,,,,,4,-115.0820278,238.1829591,8.810276158,0.000152042
193,-5.783319022,,,,,,,-0.1225,-5.0263,,,,,4,-115.1336987,238.2863009,8.913617929,0.000144386
133,-5.541577349,,,0.7960,,,,,-5.1635,,,,,4,-115.1684246,238.3557527,8.98306977,0.000139458
11,-4.643654597,,0.8276,,0.1063,,,,,,,,,4,-115.171638,238.3621796,8.989496651,0.00013901
2177,-5.775236172,,,,,,,,-5.0677,,,,0.0542,4,-115.213433,238.4457697,9.073086679,0.00013332
2051,-4.6462802,,0.8280,,,,,,,,,,0.0848,4,-115.2458672,238.510638,9.137955048,0.000129065
259,-4.653513939,,0.8008,,,,,,,-0.0433,,,,4,-115.3166695,238.6522427,9.279559692,0.000120243
19,-4.65309654,,0.8181,,,-0.0299,,,,,,,,4,-115.3183029,238.6555094,9.282826456,0.000120047
7,-4.613663137,,0.8222,0.0962,,,,,,,,,,4,-115.3231884,238.6652804,9.292597435,0.000119462
34,-4.62452327,0.4402,,,,,0.4736,,,,,,,4,-115.3239927,238.6668889,9.294205913,0.000119366
1057,-4.623796315,,,,,,0.4488,,,,,0.3131,,4,-115.3510878,238.7210792,9.348396217,0.000116175
1026,-4.736269671,0.4555,,,,,,,,,,0.3575,,4,-115.459756,238.9384156,9.565732604,0.000104212
289,-4.645732549,,,,,,0.5168,,,-0.3751,,,,4,-115.5828486,239.1846009,9.81191788,9.21E-05
545,-4.623623848,,,,,,0.5706,,,,0.2462,,,4,-115.6899559,239.3988153,10.02613233,8.28E-05
97,-4.595624772,,,,,,0.5280,-0.2225,,,,,,4,-116.0378079,240.0945194,10.7218364,5.85E-05
49,-4.608001512,,,,,-0.1542,0.4963,,,,,,,4,-116.2319308,240.4827653,11.11008229,4.81E-05
258,-4.739837365,0.4402,,,,,,,,-0.3048,,,,4,-116.2610232,240.5409499,11.16826693,4.68E-05
37,-4.875485299,,,-0.9916,,,0.5152,,,,,,,4,-116.2820188,240.5829411,11.21025811,4.58E-05
1281,-4.723219826,,,,,,,,,-0.2443,,0.3165,,4,-116.3020769,240.6230573,11.25037433,4.49E-05
1537,-4.709242829,,,,,,,,,,0.1408,0.3455,,4,-116.3549792,240.728862,11.35617905,4.26E-05
2081,-4.564878633,,,,,,0.4675,,,,,,0.0644,4,-116.3569035,240.7327107,11.3600277,4.25E-05
41,-4.560320058,,,,-0.0562,,0.4979,,,,,,,4,-116.3635742,240.746052,11.37336906,4.22E-05
1033,-4.669298302,,,,0.0843,,,,,,,0.3401,,4,-116.5227313,241.0643662,11.69168326,3.60E-05
1041,-4.699391056,,,,,-0.0941,,,,,,0.3453,,4,-116.5561952,241.1312941,11.75861109,3.48E-05
514,-4.702047589,0.4391,,,,,,,,,0.1235,,,4,-116.567813,241.1545297,11.78184669,3.44E-05
2050,-4.662394265,0.4286,,,,,,,,,,,0.1364,4,-116.5692102,241.157324,11.78464098,3.44E-05
3073,-4.669481319,,,,,,,,,,,0.3368,0.0599,4,-116.5774699,241.1738433,11.80116031,3.41E-05
1089,-4.671909672,,,,,,,-0.0247,,,,0.3337,,4,-116.6127902,241.244484,11.87180105,3.29E-05
1029,-4.689502217,,,-0.0669,,,,,,,,0.3373,,4,-116.6163878,241.2516792,11.87899618,3.28E-05
66,-4.685668088,0.4365,,,,,,-0.1132,,,,,,4,-116.676348,241.3715997,11.9989167,3.09E-05
10,-4.666862094,0.4348,,,0.0666,,,,,,,,,4,-116.708362,241.4356277,12.06294468,2.99E-05
18,-4.683092869,0.4352,,,,-0.0536,,,,,,,,4,-116.7494365,241.5177765,12.14509355,2.87E-05
6,-4.655454911,0.4355,,0.0342,,,,,,,,,,4,-116.7688526,241.5566088,12.18392586,2.81E-05
769,-4.716070613,,,,,,,,,-0.3192,0.1270,,,4,-117.0627786,242.1444607,12.77177774,2.10E-05
265,-4.677491871,,,,0.0766,,,,,-0.3069,,,,4,-117.2064718,242.4318472,13.05916425,1.82E-05
2305,-4.680136674,,,,,,,,,-0.3119,,,0.0692,4,-117.234942,242.4887876,13.11610459,1.77E-05
321,-4.676670394,,,,,,,0.0918,,-0.3703,,,,4,-117.2544249,242.5277534,13.15507041,1.73E-05
261,-4.8090828,,,-0.4040,,,,,,-0.3208,,,,4,-117.2679962,242.554896,13.18221299,1.71E-05
273,-4.675475875,,,,,0.0071,,,,-0.3086,,,,4,-117.2881385,242.5951807,13.2224977,1.67E-05
577,-4.674444848,,,,,,,-0.1726,,,0.1420,,,4,-117.4445462,242.907996,13.535313,1.43E-05
521,-4.639131401,,,,0.0724,,,,,,0.1156,,,4,-117.5727739,243.1644514,13.79176845,1.26E-05
73,-4.628837269,,,,0.0831,,,-0.1382,,,,,,4,-117.6145949,243.2480934,13.87541042,1.21E-05
2561,-4.637793515,,,,,,,,,,0.1093,,0.0468,4,-117.6196433,243.2581902,13.88550727,1.20E-05
529,-4.646574828,,,,,-0.0332,,,,,0.1081,,,4,-117.6361765,243.2912566,13.91857363,1.18E-05
517,-4.599188923,,,0.1210,,,,,,,0.1131,,,4,-117.6419863,243.3028762,13.93019325,1.18E-05
2113,-4.628268534,,,,,,,-0.1294,,,,,0.0647,4,-117.6599738,243.3388512,13.96616825,1.15E-05
81,-4.637151715,,,,,-0.0413,,-0.1155,,,,,,4,-117.6945104,243.4079244,14.03524143,1.12E-05
69,-4.630821786,,,-0.0171,,,,-0.1220,,,,,,4,-117.7060217,243.430947,14.05826404,1.10E-05
2057,-4.607273432,,,,0.0670,,,,,,,,0.0553,4,-117.7182669,243.4554374,14.08275444,1.09E-05
25,-4.618628528,,,,0.0601,-0.0413,,,,,,,,4,-117.7406998,243.5003032,14.1276202,1.06E-05
13,-4.668922529,,,-0.1982,0.0727,,,,,,,,,4,-117.7473433,243.5135902,14.14090724,1.06E-05
2065,-4.625844433,,,,,-0.0618,,,,,,,0.0563,4,-117.7529158,243.5247351,14.15205214,1.05E-05
2053,-4.600273872,,,0.0199,,,,,,,,,0.0551,4,-117.7795654,243.5780345,14.2053515,1.02E-05
21,-4.614316557,,,0.0301,,-0.0601,,,,,,,,4,-117.7879307,243.5947651,14.2220821,1.02E-05
163,-5.877057965,,0.9199,,,,0.6236,,-5.5317,,,,,5,-110.5312958,231.0909604,1.718277429,0.005271967
417,-6.328175412,,,,,,0.7222,,-6.9346,-0.7243,,,,5,-111.27062,232.5696088,3.19692584,0.002517029
132,-5.819040525,0.4603,0.8484,,,,,,-4.8318,,,,,5,-111.5885666,233.2055019,3.832818942,0.001831495
1155,-5.859465833,,0.7936,,,,,,-5.0186,,,0.2895,,5,-111.9516016,233.931572,4.558889003,0.001273919
139,-5.873211221,,0.8685,,0.2275,,,,-5.3554,,,,,5,-112.0606243,234.1496174,4.776934449,0.001142336
547,-4.686217762,,0.9748,,,,0.7179,,,,0.3570,,,5,-112.0922749,234.2129186,4.840235662,0.001106746
643,-5.848801527,,0.8862,,,,,,-4.9996,,0.1993,,,5,-112.127363,234.2830949,4.910411902,0.001068586
195,-5.765063478,,0.9870,,,,,0.2417,-5.0302,,,,,5,-112.3550675,234.7385038,5.365820832,0.000850979
36,-4.67364464,0.4775,0.9031,,,,0.5579,,,,,,,5,-112.427107,234.8825828,5.509899809,0.000791831
387,-5.903724614,,0.7231,,,,,,-5.2518,-0.2479,,,,5,-112.4385945,234.9055578,5.532874783,0.000782787
162,-5.83624044,0.4464,,,,,0.5286,,-5.2762,,,,,5,-112.4554791,234.9393271,5.566644078,0.00076968
135,-5.489326595,,0.8559,1.0880,,,,,-5.1759,,,,,5,-112.5141871,235.056743,5.684060037,0.000725795
147,-5.873627784,,0.8270,,,-0.1368,,,-5.1664,,,,,5,-112.5409676,235.1103041,5.737621073,0.000706616
2179,-5.793376925,,0.8445,,,,,,-4.9896,,,,0.0790,5,-112.5913603,235.2110893,5.838406366,0.00067189
1185,-5.892621131,,,,,,0.5023,,-5.4979,,,0.2952,,5,-112.6619941,235.3523569,5.979673947,0.000626069
1059,-4.661913119,,0.8447,,,,0.5336,,,,,0.2874,,5,-112.844822,235.7180129,6.345329895,0.00052146
673,-5.845344568,,,,,,0.6072,,-5.3217,,0.2381,,,5,-112.9035733,235.8355155,6.46283249,0.000491706
1154,-5.878938859,0.4605,,,,,,,-4.9678,,,0.3423,,5,-112.9710305,235.9704297,6.597746743,0.000459631
386,-6.033897117,0.4443,,,,,,,-5.4506,-0.4988,,,,5,-112.975221,235.9788108,6.60612781,0.000457709
177,-6.028784774,,,,,-0.2992,0.5972,,-5.9703,,,,,5,-113.0131301,236.0546289,6.681945946,0.000440682
225,-5.874390413,,,,,,0.6193,-0.2649,-5.5198,,,,,5,-113.0781973,236.1847634,6.812080402,0.000412921
393,-6.240304565,,,,0.2725,,,,-6.4648,-0.6076,,,,5,-113.2318412,236.4920513,7.119368299,0.000354112
1409,-6.037608417,,,,,,,,-5.5430,-0.4333,,0.2761,,5,-113.303064,236.6344967,7.261813721,0.000329768
1028,-4.781176296,0.4761,0.7762,,,,,,,,,0.3315,,5,-113.3585293,236.7454274,7.372744372,0.000311976
39,-4.974405771,,0.8919,-1.1812,,,0.6164,,,,,,,5,-113.3890245,236.8064177,7.433734757,0.000302606
51,-4.634545262,,0.8680,,,-0.1215,0.5657,,,,,,,5,-113.4493385,236.9270457,7.55436275,0.000284894
2083,-4.602901683,,0.8876,,,,0.5469,,,,,,0.0922,5,-113.4653592,236.9590872,7.586404241,0.000280366
99,-4.586084342,,0.9499,,,,0.5195,0.1128,,,,,,5,-113.4911964,237.0107616,7.638078619,0.000273215
291,-4.622253775,,0.8302,,,,0.5524,,,-0.1040,,,,5,-113.510479,237.0493268,7.676643842,0.000267997
43,-4.600432854,,0.8907,,-0.0546,,0.5844,,,,,,,5,-113.5211501,237.0706691,7.697986082,0.000265152
2209,-5.809659776,,,,,,0.5199,,-5.4016,,,,0.0638,5,-113.546404,237.1211769,7.748493902,0.00025854
169,-5.81886362,,,,0.0388,,0.5004,,-5.4424,,,,,5,-113.5737112,237.1757911,7.803108167,0.000251576
165,-5.856785671,,,-0.1815,,,0.5269,,-5.3648,,,,,5,-113.5865124,237.2013937,7.828710706,0.000248376
516,-4.774350285,0.4767,0.8819,,,,,,,,0.2066,,,5,-113.7127702,237.4539092,8.081226179,0.000218915
449,-6.079196304,,,,,,,0.2519,-5.9019,-0.6834,,,,5,-113.7587377,237.5458442,8.173161173,0.00020908
897,-6.055420334,,,,,,,,-5.6408,-0.5050,0.1283,,,5,-113.7758005,237.5799699,8.207286887,0.000205543
1161,-5.898163489,,,,0.1744,,,,-5.3301,,,0.3280,,5,-113.8086481,237.6456651,8.272982109,0.000198901
138,-5.839682808,0.4418,,,0.1548,,,,-5.1111,,,,,5,-113.864118,237.7566048,8.383921778,0.000188168
1665,-5.876551429,,,,,,,,-5.0659,,0.1412,0.3276,,5,-113.9013197,237.8310082,8.458325257,0.000181297
1539,-4.769988521,,0.8182,,,,,,,,0.2131,0.3302,,5,-113.9065223,237.8414134,8.468730376,0.000180356
1091,-4.662532683,,0.9807,,,,,0.3447,,,,0.3546,,5,-113.9220816,237.872532,8.499849039,0.000177571
68,-4.676402164,0.4709,0.9928,,,,,0.2599,,,,,,5,-113.9290919,237.8865527,8.513869676,0.000176331
2052,-4.710133908,0.4573,0.8537,,,,,,,,,,0.1772,5,-113.9360751,237.9005189,8.527835953,0.000175104
642,-5.849705285,0.4452,,,,,,,-4.9841,,0.1287,,,5,-113.9371691,237.902707,8.530024016,0.000174912
2433,-6.02584138,,,,,,,,-5.6488,-0.5111,,,0.0830,5,-113.9419416,237.9122521,8.539569075,0.00017408
1169,-5.964853506,,,,,-0.1884,,,-5.3495,,,0.3343,,5,-113.9423057,237.9129802,8.540297184,0.000174016
2178,-5.799204141,0.4324,,,,,,,-4.9469,,,,0.1361,5,-113.962233,237.9528347,8.580151746,0.000170583
401,-6.067073026,,,,,-0.0905,,,-5.7382,-0.4855,,,,5,-113.9657428,237.9598544,8.587171376,0.000169985
389,-5.834434429,,,0.6484,,,,,-5.7375,-0.4965,,,,5,-113.9674631,237.963295,8.590612055,0.000169693
146,-5.899668004,0.4396,,,,-0.1530,,,-5.1547,,,,,5,-114.0109715,238.0503118,8.677628814,0.000162468
194,-5.815965378,0.4402,,,,,,-0.1087,-4.9248,,,,,5,-114.0702111,238.168791,8.79610804,0.000153123
134,-5.57022522,0.4429,,0.8143,,,,,-5.0601,,,,,5,-114.0783851,238.185139,8.812455976,0.000151877
1157,-5.640682306,,,0.7033,,,,,-5.1913,,,0.3175,,5,-114.1095162,238.2474012,8.874718196,0.000147222
12,-4.713416341,0.4645,0.8373,,0.1053,,,,,,,,,5,-114.114996,238.2583608,8.885677789,0.000146417
3201,-5.843485554,,,,,,,,-5.0887,,,0.3211,0.0628,5,-114.125808,238.2799849,8.907301884,0.000144842
1217,-5.839801798,,,,,,,-0.0275,-5.0650,,,0.3163,,5,-114.1630001,238.3543689,8.981685965,0.000139554
1058,-4.688435018,0.4508,,,,,0.4478,,,,,0.3250,,5,-114.2136946,238.455758,9.083075002,0.000132656
260,-4.723531229,0.4647,0.8126,,,,,,,-0.0428,,,,5,-114.2575938,238.5435563,9.170873335,0.000126959
20,-4.721904471,0.4640,0.8294,,,-0.0264,,,,,,,,5,-114.2604418,238.5492524,9.176569408,0.000126597
8,-4.669691956,0.4650,0.8335,0.1405,,,,,,,,,,5,-114.2624409,238.5532506,9.18056761,0.000126345
1035,-4.704964023,,0.7747,,0.1094,,,,,,,0.3125,,5,-114.3314995,238.6913677,9.318684739,0.000117914
3075,-4.709055543,,0.7821,,,,,,,,,0.3125,0.0906,5,-114.4032364,238.8348417,9.4621587,0.000109751
1043,-4.721332555,,0.7653,,,-0.0481,,,,,,0.3153,,5,-114.4769293,238.9822274,9.609544377,0.000101954
1031,-4.680387982,,0.7739,0.0824,,,,,,,,0.3120,,5,-114.4915095,239.0113877,9.638704745,0.000100479
1283,-4.705616215,,0.7750,,,,,,,0.0042,,0.3124,,5,-114.4923406,239.0130501,9.640367081,0.000100395
290,-4.708912679,0.4472,,,,,0.5228,,,-0.3730,,,,5,-114.526441,239.0812509,9.708567909,9.70E-05
801,-4.729824352,,,,,,0.6654,,,-0.4367,0.2962,,,5,-114.5379841,239.104337,9.731654051,9.59E-05
1569,-4.685456859,,,,,,0.5514,,,,0.2613,0.3149,,5,-114.5503608,239.1290904,9.756407387,9.47E-05
546,-4.686955359,0.4426,,,,,0.5785,,,,0.2581,,,5,-114.5581583,239.1446855,9.772002511,9.40E-05
523,-4.700040195,,0.8751,,0.1259,,,,,,0.1980,,,5,-114.6529106,239.3341899,9.961506948,8.55E-05
579,-4.662085429,,0.9785,,,,,0.1998,,,0.1689,,,5,-114.6720521,239.3724731,9.999790105,8.39E-05
201,-5.842669526,,,,0.1893,,,-0.1782,-5.2498,,,,,5,-114.7305002,239.4893693,10.1166863,7.91E-05
1313,-4.692081183,,,,,,0.4995,,,-0.3246,,0.2868,,5,-114.7674818,239.5633325,10.19064948,7.62E-05
609,-4.698120658,,,,,,0.7171,-0.3713,,,0.3383,,,5,-114.7771621,239.582693,10.21000998,7.55E-05
649,-5.826306312,,,,0.1508,,,,-5.1670,,0.1149,,,5,-114.7824994,239.5933676,10.2206846,7.51E-05
2563,-4.696630519,,0.8642,,,,,,,,0.1817,,0.0671,5,-114.8114589,239.6512867,10.2786037,7.30E-05
323,-4.641296845,,0.9143,,,,,0.3616,,-0.2455,,,,5,-114.8431758,239.7147204,10.34203737,7.07E-05
771,-4.708004701,,0.8370,,,,,,,-0.0520,0.1873,,,5,-114.8489812,239.7263313,10.35364829,7.03E-05
519,-4.609399365,,0.8643,0.2772,,,,,,,0.1890,,,5,-114.8504745,239.7293178,10.35663479,7.02E-05
705,-5.832681993,,,,,,,-0.1751,-5.0240,,0.1459,,,5,-114.8534134,239.7351956,10.36251258,7.00E-05
153,-5.878918905,,,,0.1354,-0.1287,,,-5.3575,,,,,5,-114.8573322,239.7430333,10.37035028,6.97E-05
531,-4.691973154,,0.8640,,,0.0175,,,,,0.1889,,,5,-114.8584414,239.7452516,10.3725686,6.96E-05
75,-4.60983649,,0.9670,,0.0953,,,0.2279,,,,,,5,-114.9095559,239.8474806,10.47479765,6.61E-05
2185,-5.802640389,,,,0.1518,,,,-5.1965,,,,0.0554,5,-114.9292551,239.8868789,10.51419593,6.49E-05
141,-5.65402081,,,0.5131,0.1412,,,,-5.2669,,,,,5,-114.931527,239.8914228,10.51873981,6.47E-05
657,-5.879443656,,,,,-0.1289,,,-5.2304,,0.0982,,,5,-114.9572635,239.9428959,10.57021289,6.31E-05
645,-5.536472505,,,0.9334,,,,,-5.1804,,0.1228,,,5,-114.961605,239.9515787,10.57889573,6.28E-05
149,-5.603806945,,,0.9702,,-0.1747,,,-5.4351,,,,,5,-114.9700012,239.9683711,10.59568813,6.23E-05
2115,-4.610749858,,0.9670,,,,,0.2332,,,,,0.0725,5,-114.9747095,239.9777878,10.60510483,6.20E-05
98,-4.657218266,0.4438,,,,,0.5348,-0.2161,,,,,,5,-114.9793465,239.9870617,10.61437874,6.17E-05
83,-4.627919883,,0.9722,,,-0.0764,,0.2623,,,,,,5,-114.9925899,240.0135487,10.6408657,6.09E-05
209,-5.870064131,,,,,-0.1433,,-0.1032,-5.2205,,,,,5,-115.004576,240.0375208,10.6648378,6.02E-05
71,-4.576828064,,0.9676,0.0976,,,,0.2416,,,,,,5,-115.030342,240.0890528,10.71636985,5.86E-05
2689,-5.805340125,,,,,,,,-5.0627,,0.1114,,0.0427,5,-115.0453178,240.1190043,10.74632133,5.78E-05
2193,-5.87336517,,,,,-0.1606,,,-5.2748,,,,0.0578,5,-115.0458976,240.1201641,10.74748107,5.77E-05
197,-5.547390177,,,0.8209,,,,-0.1242,-5.1380,,,,,5,-115.0528028,240.1339745,10.76129149,5.73E-05
2059,-4.646102432,,0.8358,,0.1093,,,,,,,,0.0893,5,-115.084717,240.1978029,10.82511988,5.55E-05
2241,-5.788861798,,,,,,,-0.1314,-5.0353,,,,0.0664,5,-115.0865491,240.201467,10.82878404,5.54E-05
2082,-4.619436853,0.4316,,,,,0.4771,,,,,,0.1464,5,-115.0952543,240.2188773,10.84619433,5.49E-05
1073,-4.680595721,,,,,-0.1845,0.4853,,,,,0.3279,,5,-115.108958,240.2462847,10.87360176,5.42E-05
2181,-5.542171198,,,0.8043,,,,,-5.1706,,,,0.0556,5,-115.1348687,240.2981062,10.92542327,5.28E-05
1538,-4.782911228,0.4628,,,,,,,,,0.1565,0.3681,,5,-115.1423316,240.313032,10.94034899,5.24E-05
15,-4.758283118,,0.8278,-0.3605,0.1208,,,,,,,,,5,-115.1565888,240.3415464,10.96886341,5.17E-05
50,-4.669818069,0.4427,,,,-0.1538,0.5043,,,,,,,5,-115.1577296,240.3438279,10.97114495,5.16E-05
267,-4.65069487,,0.8111,,0.1052,,,,,-0.0331,,,,5,-115.1669341,240.3622371,10.9895541,5.11E-05
27,-4.641395163,,0.8286,,0.1078,0.0076,,,,,,,,5,-115.1712639,240.3708967,10.99821368,5.09E-05
1282,-4.7898449,0.4549,,,,,,,,-0.2362,,0.3367,,5,-115.1730511,240.374471,11.00178806,5.08E-05
293,-5.244112026,,,-1.8392,,,0.6254,,,-0.4572,,,,5,-115.2037398,240.4358484,11.06316545,4.93E-05
38,-4.927361696,0.4373,,-0.9643,,,0.5207,,,,,,,5,-115.209913,240.4481947,11.07551177,4.90E-05
1121,-4.641505037,,,,,,0.4918,-0.1393,,,,0.2929,,5,-115.2160574,240.4604836,11.08780058,4.87E-05
3074,-4.732171291,0.4483,,,,,,,,,,0.3609,0.1505,5,-115.218459,240.4652867,11.09260371,4.86E-05
1061,-4.92965364,,,-0.9728,,,0.4951,,,,,0.3124,,5,-115.2351478,240.4986645,11.1259815,4.78E-05
2307,-4.656646807,,0.8050,,,,,,,-0.0480,,,0.0858,5,-115.2362631,240.500895,11.12821203,4.77E-05
2067,-4.655390112,,0.8244,,,-0.0305,,,,,,,0.0849,5,-115.2394403,240.5072494,11.1345664,4.76E-05
2055,-4.612818221,,0.8288,0.1056,,,,,,,,,0.0849,5,-115.2443623,240.5170934,11.14441046,4.73E-05
42,-4.62133769,0.4405,,,-0.0581,,0.5069,,,,,,,5,-115.2823673,240.5931033,11.22042033,4.56E-05
3105,-4.625026081,,,,,,0.4503,,,,,0.3127,0.0684,5,-115.300049,240.6284668,11.2557838,4.48E-05
275,-4.658604536,,0.8019,,,-0.0226,,,,-0.0356,,,,5,-115.3134103,240.6551895,11.28250649,4.42E-05
263,-4.63835756,,0.8020,0.0465,,,,,,-0.0414,,,,5,-115.3163913,240.6611514,11.28846842,4.40E-05
23,-4.621641056,,0.8187,0.0993,,-0.0300,,,,,,,,5,-115.316968,240.6623049,11.28962188,4.40E-05
1065,-4.621661099,,,,-0.0323,,0.4673,,,,,0.3108,,5,-115.3386574,240.7056835,11.33300052,4.31E-05
1034,-4.737131196,0.4555,,,0.0832,,,,,,,0.3597,,5,-115.3681055,240.7645797,11.39189672,4.18E-05
1042,-4.769132996,0.4578,,,,-0.0958,,,,,,0.3672,,5,-115.3983373,240.8250435,11.4523605,4.06E-05
1030,-4.76385905,0.4554,,-0.0866,,,,,,,,0.3579,,5,-115.4587823,240.9459334,11.57325043,3.82E-05
1090,-4.736842027,0.4554,,,,,,-0.0038,,,,0.3569,,5,-115.4596552,240.9476792,11.57499624,3.82E-05
297,-4.647625446,,,,-0.0864,,0.5786,,,-0.3983,,,,5,-115.4926465,241.0136618,11.64097878,3.69E-05
2337,-4.648982683,,,,,,0.5200,,,-0.3820,,,0.0838,5,-115.5053066,241.038982,11.66629906,3.65E-05
305,-4.660750221,,,,,-0.0700,0.5252,,,-0.3531,,,,5,-115.5488763,241.1261213,11.75343834,3.49E-05
549,-4.923661741,,,-0.9531,,,0.6155,,,,0.2463,,,5,-115.5792548,241.1868784,11.81419538,3.39E-05
561,-4.656684337,,,,,-0.1197,0.5925,,,,0.2390,,,5,-115.5811618,241.1906924,11.81800941,3.38E-05
353,-4.645664808,,,,,,0.5185,-0.0106,,-0.3677,,,,5,-115.5823837,241.1931362,11.82045322,3.38E-05
553,-4.62030566,,,,-0.0655,,0.6061,,,,0.2484,,,5,-115.6372871,241.302943,11.93026003,3.19E-05
2593,-4.623701057,,,,,,0.5696,,,,0.2427,,0.0444,5,-115.6683932,241.3651551,11.99247213,3.10E-05
101,-4.958110818,,,-1.1454,,,0.5896,-0.2356,,,,,,5,-115.8782357,241.7848402,12.41215726,2.51E-05
113,-4.62601754,,,,,-0.1170,0.5413,-0.2011,,,,,,5,-115.9418398,241.9120484,12.53936542,2.36E-05
2145,-4.598978012,,,,,,0.5328,-0.2327,,,,,0.0838,5,-115.9615804,241.9515296,12.57884659,2.31E-05
1793,-4.774301259,,,,,,,,,-0.2647,0.1558,0.3286,,5,-115.9740018,241.9763724,12.60368946,2.28E-05
770,-4.784861781,0.4469,,,,,,,,-0.3220,0.1416,,,5,-115.9891105,242.0065898,12.6339068,2.25E-05
105,-4.593287628,,,,-0.0591,,0.5670,-0.2257,,,,,,5,-115.9957564,242.0198816,12.64719863,2.23E-05
2306,-4.739345547,0.4340,,,,,,,,-0.3205,,,0.1542,5,-116.0066354,242.0416397,12.66895671,2.21E-05
57,-4.619770456,,,,-0.1179,-0.2162,0.5817,,,,,,,5,-116.081809,242.1919869,12.8193039,2.05E-05
53,-4.935002456,,,-1.0315,,-0.1621,0.5494,,,,,,,5,-116.0999143,242.2281975,12.85551451,2.01E-05
1345,-4.72436335,,,,,,,0.1988,,-0.3816,,0.3339,,5,-116.151026,242.3304207,12.95773772,1.91E-05
266,-4.740138057,0.4399,,,0.0761,,,,,-0.3054,,,,5,-116.1800729,242.3885145,13.01583153,1.86E-05
2097,-4.610273119,,,,,-0.1567,0.4986,,,,,,0.0685,5,-116.1805536,242.389476,13.01679298,1.86E-05
1289,-4.724020828,,,,0.0893,,,,,-0.2449,,0.3194,,5,-116.1937021,242.4157731,13.04309009,1.83E-05
322,-4.73900931,0.4399,,,,,,0.0968,,-0.3718,,,,5,-116.2225451,242.473459,13.10077606,1.78E-05
2085,-4.875978073,,,-0.9886,,,0.5163,,,,,,0.0640,5,-116.2371245,242.5026177,13.12993472,1.75E-05
262,-4.866381216,0.4397,,-0.3876,,,,,,-0.3188,,,,5,-116.2421419,242.5126526,13.13996961,1.74E-05
1545,-4.711715862,,,,0.0917,,,,,,0.1454,0.3488,,5,-116.244749,242.5178668,13.14518378,1.74E-05
3329,-4.72542343,,,,,,,,,-0.2487,,0.3152,0.0683,5,-116.2503314,242.5290317,13.1563487,1.73E-05
274,-4.737164966,0.4402,,,,0.0108,,,,-0.3078,,,,5,-116.2602696,242.5489081,13.17622509,1.71E-05
45,-4.846378491,,,-0.9048,-0.0320,,0.5287,,,,,,,5,-116.2704297,242.5692281,13.19654513,1.70E-05
