"","spp","samples","var","scale","AICc","delta"
"ptcc240","epfu","70","ptcc","240",275.334992985491,0
"ptcc210","epfu","70","ptcc","210",275.892561627236,0.5576
"ptcc180","epfu","70","ptcc","180",276.446072529349,1.1111
"ptcc150","epfu","70","ptcc","150",277.403445420263,2.0685
"ptcc120","epfu","70","ptcc","120",278.150955022366,2.816
"ptcc090","epfu","70","ptcc","090",278.457905285173,3.1229
"ptcc060","epfu","70","ptcc","060",278.478095553878,3.1431
