"","spp","samples","var","scale","AICc","delta"
"ptcc240","epfu","100","ptcc","240",293.735547285645,0
"ptcc210","epfu","100","ptcc","210",294.288571395447,0.553
"ptcc180","epfu","100","ptcc","180",294.839029282483,1.1035
"ptcc150","epfu","100","ptcc","150",295.790307820736,2.0548
"ptcc120","epfu","100","ptcc","120",296.532303059599,2.7968
"ptcc060","epfu","100","ptcc","060",296.811587100708,3.076
"ptcc090","epfu","100","ptcc","090",296.822823937054,3.0873
