"","spp","samples","var","scale","AICc","delta"
"ptcc150","myse","50","ptcc","150",211.835224036187,0
"ptcc120","myse","50","ptcc","120",211.862544288746,0.0273
"ptcc090","myse","50","ptcc","090",212.004919869331,0.1697
"ptcc180","myse","50","ptcc","180",212.070337279641,0.2351
"ptcc210","myse","50","ptcc","210",212.275155116961,0.4399
"ptcc240","myse","50","ptcc","240",212.37118075252,0.536
"ptcc060","myse","50","ptcc","060",212.38880506051,0.5536
