"","spp","samples","var","scale","AICc","delta"
"pwet060","epfu","70","pwet","060",278.276515049904,0
"pwet090","epfu","70","pwet","090",278.452294318901,0.1758
"pwet120","epfu","70","pwet","120",278.784518398972,0.508
"pwet300","epfu","70","pwet","300",279.142045280995,0.8655
"pwet270","epfu","70","pwet","270",279.142691766581,0.8662
"pwet240","epfu","70","pwet","240",279.167725019646,0.8912
"pwet330","epfu","70","pwet","330",279.180122630599,0.9036
"pwet360","epfu","70","pwet","360",279.210466629444,0.934
"pwet210","epfu","70","pwet","210",279.216453875471,0.9399
"pwet150","epfu","70","pwet","150",279.261941014773,0.9854
"pwet180","epfu","70","pwet","180",279.288872956255,1.0124
