"","spp","samples","var","scale","AICc","delta"
"ptcc150","myse","60","ptcc","150",219.463236243858,0
"ptcc120","myse","60","ptcc","120",219.474218418849,0.011
"ptcc090","myse","60","ptcc","090",219.601092493758,0.1379
"ptcc180","myse","60","ptcc","180",219.713775108622,0.2505
"ptcc210","myse","60","ptcc","210",219.925058953609,0.4618
"ptcc060","myse","60","ptcc","060",219.974394221254,0.5112
"ptcc240","myse","60","ptcc","240",220.022802717387,0.5596
