"","spp","samples","var","scale","AICc","delta"
"ptcc150","myse","40","ptcc","150",202.645010531521,0
"ptcc120","myse","40","ptcc","120",202.697928766816,0.0529
"ptcc180","myse","40","ptcc","180",202.85380652057,0.2088
"ptcc090","myse","40","ptcc","090",202.865108654972,0.2201
"ptcc210","myse","40","ptcc","210",203.04032411318,0.3953
"ptcc240","myse","40","ptcc","240",203.123558986689,0.4785
"ptcc060","myse","40","ptcc","060",203.216791487433,0.5718
