"","spp","samples","var","scale","AICc","delta"
"ptcc120","myse","20","ptcc","120",174.103991486324,0
"ptcc150","myse","20","ptcc","150",174.110407115074,0.0064
"ptcc090","myse","20","ptcc","090",174.146828351762,0.0428
"ptcc180","myse","20","ptcc","180",174.349800797817,0.2458
"ptcc060","myse","20","ptcc","060",174.44885928753,0.3449
"ptcc210","myse","20","ptcc","210",174.519389686656,0.4154
"ptcc240","myse","20","ptcc","240",174.588638697919,0.4846
