"","spp","samples","var","scale","AICc","delta"
"ptcc150","myse","100","ptcc","150",240.588280079984,0
"ptcc120","myse","100","ptcc","120",240.624328959635,0.036
"ptcc090","myse","100","ptcc","090",240.79575028932,0.2075
"ptcc180","myse","100","ptcc","180",240.853751711428,0.2655
"ptcc210","myse","100","ptcc","210",241.105553677158,0.5173
"ptcc060","myse","100","ptcc","060",241.209968084853,0.6217
"ptcc240","myse","100","ptcc","240",241.232549676073,0.6443
